"","respID","qID","altID","obsID","value","penalty","accessibility","incentive_cash","incentive_grocery_store","incentive_internet","incentive_sport_tickets","outsideGood","incentive_label","penalty_label","accessibility_label","no_vaccine_label"
"7390",924,6,1,7390,100,0,3,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15390",924,6,2,7390,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7391",924,7,1,7391,200,300,1,1,0,0,0,0,"$200 in cash","Vaccine mandated, $300 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15391",924,7,2,7391,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7392",924,8,1,7392,200,500,0,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"15392",924,8,2,7392,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7393",925,1,1,7393,50,100,0,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"15393",925,1,2,7393,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7394",925,2,1,7394,0,0,1,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15394",925,2,2,7394,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7395",925,3,1,7395,0,0,0,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15395",925,3,2,7395,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7396",925,4,1,7396,0,0,3,0,1,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15396",925,4,2,7396,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7397",925,5,1,7397,0,500,0,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"15397",925,5,2,7397,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7398",925,6,1,7398,1000,0,10,0,1,0,0,0,"$1000 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15398",925,6,2,7398,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7399",925,7,1,7399,200,0,3,0,0,0,1,0,"$200 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15399",925,7,2,7399,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7400",925,8,1,7400,0,0,1,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15400",925,8,2,7400,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7401",926,1,1,7401,300,100,0,0,0,0,1,0,"$300 gift card for a tickets to a local professional sports event","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"15401",926,1,2,7401,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7402",926,2,1,7402,500,100,0,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine mandated, $100 fine for non-compliance","Door-door vaccinations",""
"15402",926,2,2,7402,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7403",926,3,1,7403,0,1000,0,0,0,0,1,0,"No incentives for compliance","Vaccine mandated, $1000 fine for non-compliance","Door-door vaccinations",""
"15403",926,3,2,7403,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7404",926,4,1,7404,500,0,3,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15404",926,4,2,7404,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7405",926,5,1,7405,50,0,1,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15405",926,5,2,7405,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7406",926,6,1,7406,50,200,10,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15406",926,6,2,7406,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7407",926,7,1,7407,0,200,10,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15407",926,7,2,7407,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7408",926,8,1,7408,100,0,10,1,0,0,0,0,"$100 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15408",926,8,2,7408,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7409",927,1,1,7409,500,0,1,0,1,0,0,0,"$500 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15409",927,1,2,7409,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7410",927,2,1,7410,100,0,1,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15410",927,2,2,7410,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7411",927,3,1,7411,300,0,3,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15411",927,3,2,7411,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7412",927,4,1,7412,200,0,10,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15412",927,4,2,7412,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7413",927,5,1,7413,50,0,0,0,0,0,1,0,"$50 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15413",927,5,2,7413,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7414",927,6,1,7414,1000,0,1,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15414",927,6,2,7414,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7415",927,7,1,7415,1000,200,10,1,0,0,0,0,"$1000 in cash","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15415",927,7,2,7415,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7416",927,8,1,7416,300,300,0,0,1,0,0,0,"$300 gift card for your local grocery store","Vaccine mandated, $300 fine for non-compliance","Door-door vaccinations",""
"15416",927,8,2,7416,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7417",928,1,1,7417,500,500,0,0,0,0,1,0,"$500 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Door-door vaccinations",""
"15417",928,1,2,7417,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7418",928,2,1,7418,50,500,3,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15418",928,2,2,7418,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7419",928,3,1,7419,500,200,3,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15419",928,3,2,7419,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7420",928,4,1,7420,100,0,1,0,0,0,1,0,"$100 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15420",928,4,2,7420,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7421",928,5,1,7421,50,50,0,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
"15421",928,5,2,7421,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7422",928,6,1,7422,1000,200,1,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15422",928,6,2,7422,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7423",928,7,1,7423,100,0,3,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15423",928,7,2,7423,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7424",928,8,1,7424,0,0,0,0,0,1,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15424",928,8,2,7424,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7425",929,1,1,7425,1000,500,10,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine mandated, $500 fine for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15425",929,1,2,7425,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7426",929,2,1,7426,500,0,10,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 10 miles from your house",""
"15426",929,2,2,7426,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7427",929,3,1,7427,300,0,3,1,0,0,0,0,"$300 in cash","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15427",929,3,2,7427,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7428",929,4,1,7428,50,200,1,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15428",929,4,2,7428,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7429",929,5,1,7429,1000,0,0,0,0,1,0,0,"$1000 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15429",929,5,2,7429,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7430",929,6,1,7430,100,200,3,0,0,1,0,0,"$100 gift card for your internet provider","Vaccine mandated, $200 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15430",929,6,2,7430,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7431",929,7,1,7431,500,0,0,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15431",929,7,2,7431,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7432",929,8,1,7432,1000,0,0,1,0,0,0,0,"$1000 in cash","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15432",929,8,2,7432,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7433",930,1,1,7433,50,0,0,0,1,0,0,0,"$50 gift card for your local grocery store","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15433",930,1,2,7433,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7434",930,2,1,7434,1000,0,0,0,0,0,1,0,"$1000 gift card for a tickets to a local professional sports event","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15434",930,2,2,7434,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7435",930,3,1,7435,200,0,0,0,0,1,0,0,"$200 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15435",930,3,2,7435,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7436",930,4,1,7436,50,0,1,0,0,1,0,0,"$50 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Vaccination clinic will be located within 1 miles from your house",""
"15436",930,4,2,7436,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7437",930,5,1,7437,500,0,0,0,0,1,0,0,"$500 gift card for your internet provider","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15437",930,5,2,7437,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7438",930,6,1,7438,0,0,0,1,0,0,0,0,"No incentives for compliance","Vaccine not mandated, no penalty for non-compliance","Door-door vaccinations",""
"15438",930,6,2,7438,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7439",930,7,1,7439,0,100,3,1,0,0,0,0,"No incentives for compliance","Vaccine mandated, $100 fine for non-compliance","Vaccination clinic will be located within 3 miles from your house",""
"15439",930,7,2,7439,0,0,0,0,0,0,0,1,"","","","I will not take the vaccine under this condition."
"7440",930,8,1,7440,200,50,0,0,1,0,0,0,"$200 gift card for your local grocery store","Vaccine mandated, $50 fine for non-compliance","Door-door vaccinations",""
